,job_id,job_title,location,experience,education,job_type,job_description,job_link
0,bd9a4a9b6c18bd1f,Data Architect,"Los Angeles, CA",ENTRY_LEVEL,MASTERS_DEGREE,FULLTIME,"Analyst, Data Governance - job post United Talent Agency (UTA) Los Angeles, CA $60,000 - $70,000 a year -  Full-time You must create an Indeed account before continuing to the company website to apply Apply on company site save-icon Job details Salary $60,000 - $70,000 a year Job Type Full-time United Talent Agency is seeking a Data Governance Analyst who will work with a team of data professionals to ensure that the organization's data assets are managed efficiently and effectively. You will be responsible for supporting the implementation and maintenance of data governance policies, procedures, and standards. This includes monitoring data quality, providing data analysis and reporting, and facilitating data-related activities. The salary range for this role is $60,000 to $70,000 commensurate with experience and skills. What You Will Do Work with the data governance team to ensure compliance with data policies, procedures, and standards. Monitor data quality and report on data-related issues. Collaborate with stakeholders to understand data requirements and provide solutions. Support data-related activities, including data modeling, data mapping, data lineage, and data profiling. Assist with the implementation and maintenance of data management tools. Participate in data governance meetings and provide input on data governance initiatives. Stay current with data governance trends, best practices, and industry standards. What You Will Need Bachelor's degree in Computer Science, Information Management, or related field. Strong analytical and problem-solving skills. Knowledge of data governance principles and practices. Familiarity with data management tools such as data dictionaries, data lineage tools, and data profiling tools. Experience with, PowerBI, MYSQL, Tableau, Python, Microsoft Excel and Power Query. Understanding of APIs, Excel Macros, Web scraping, Query optimization, Database management, and Machine Learning Algorithms. Excellent communication skills, both written and verbal. Ability to work collaboratively with stakeholders from various departments. Strong attention to detail and accuracy. Passion for data, a strong work ethic, and a desire to learn and grow within the organization. What You Will Get The unique and exciting opportunity to work at one of the leading global entertainment companies Access to the tools, leadership, and resources you will need to create and drive a center of excellence The opportunity to do the best work of your career Work in an inclusive and diverse company culture Competitive benefits and programs to support your well-being Collaborative colleagues who are focused on making an impact About UTA UTA unites ideas, opportunities and talent. The company represents some of the world's most iconic, barrier-breaking artists, creators and changemakers—from actors, athletes and musicians to writers, gamers and digital influencers. One of the most influential companies in global entertainment, UTA's business spans talent representation, content production, as well as strategic advisory and marketing work with some of the world's biggest brands. Affiliated companies include Digital Brand Architects, KLUTCH Sports Group, Curtis Brown Group, and MediaLink. UTA is headquartered in Los Angeles with offices in Atlanta, Chicago, Nashville, New York and London. For more information: https://www.unitedtalent.com/about/ UTA and its Affiliated Companies are Equal Employment Opportunity employers and welcome all job seekers including individuals with disabilities and veterans with disabilities. #LI-CB1",https://www.indeed.com/jobs?q=Data+Architect&l=Los+Angeles%2C+CA&sc=0kf%3Aattr%28EXSNN%7CFCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28ENTRY_LEVEL%29jt%28fulltime%29%3B&vjk=bd9a4a9b6c18bd1f
1,cea338d2f100ca51,Data Architect,"Los Angeles, CA",ENTRY_LEVEL,MASTERS_DEGREE,FULLTIME,"Frontend Software Engineer - job post Cover Technologies 1219 W 135th St, Gardena, CA 90247 Full-time You must create an Indeed account before continuing to the company website to apply Apply on company site save-icon Job details Job Type Full-time Redefine how homes are designed, built, and lived in by joining our team as our newest software engineer. We're looking for someone to design, architect, and implement web applications for both client-facing and internal use. - You will be responsible for the development of serverless web applications, designing and implementing both the frontend data models and the user interfaces. You’ll be expected to develop working prototypes and launch to production in short periods of time. - Collaborate with Cover’s multi-disciplinary team of software engineers, aerospace and automotive mechanical engineers, architects, and operations, marketing, design, and construction professionals to solve a wide range of problems. - Take on a wide variety of projects impacting different parts of the business, creating the crucial internal interfaces needed to efficiently design, manufacture, and assemble Cover homes. - At least 6 months experience writing and launching complex web applications - Experience building animated graphic applications on the web, using SVG and/or Canvas preferred - Experience with at least one of the common frameworks: Vue.js, Angular, or React. Vue.js preferred - Experience designing REST-based API services a plus - Strong familiarity of the Javascript language - Strong familiarity of CSS3 styling and animation, and an eye for designing beautiful responsive web interfaces without the aid of a dedicated UX designer. - Strong CS fundamentals - Can produce working code quickly without sacrificing quality. - BS/MS in computer science or related field preferred - Experience in related industries such as manufacturing or construction strongly preferred - Strong verbal and written communication - Can-do, get-it-done attitude",https://www.indeed.com/jobs?q=Data+Architect&l=Los+Angeles%2C+CA&sc=0kf%3Aattr%28EXSNN%7CFCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28ENTRY_LEVEL%29jt%28fulltime%29%3B&vjk=cea338d2f100ca51
2,f52fe7b25c8b823a,Data Architect,"Los Angeles, CA",ENTRY_LEVEL,MASTERS_DEGREE,FULLTIME,"Engineering Applications Software Engineer I - job post JPL/NASA 192 reviews 4800 Oak Grove Dr, Pasadena, CA 91109 Full-time You must create an Indeed account before continuing to the company website to apply Apply on company site save-icon Job details Job Type Full-time Job Details New ideas are all around us, but only a few will change the world. That’s our focus at JPL. We ask the biggest questions, then search the universe for answers—literally. We build upon ideas that have guided generations, then share our discoveries to inspire generations to come. Your mission—your opportunity—is to seek out the answers that bring us one step closer. If you’re driven to discover, create, and inspire something that lasts a lifetime and beyond, you’re ready for JPL. Located in Pasadena, California, JPL has a campus-like environment situated on 177 acres in the foothills of the San Gabriel Mountains and offers a work environment unlike any other: we inspire passion, foster innovation, build collaboration, and reward excellence. NASA Jet Propulsion Laboratory continues to strive to push the boundaries for space exploration. This is in part to the outstanding team that gets assembled overcoming any challenges. The Planning and Execution Systems Section is looking for an Engineering Applications Software Engineer to be part of the Data Services group. This group focuses on server side and cloud connected software development to enable scheduling and commanding of Flight Missions and the Deep Space Network. Group members architect solutions ranging from collaborative web applications to scalable APIs. Group members research advanced technologies such as serverless or containerization to reduce deployment and administration overhead. Responsibilities You will work as a full stack web, Java, and relational database developer and lead continuous integration and development operations (devops) for the MGSS Planning, Sequencing and Analysis - Aerie development team. Aerie (https://github.com/NASA-AMMOS/aerie) is a vital application planned for use on the Europa Clipper and Mars Sample Return Lander missions. In this role you will own the build, testing and deployment process to help whole team see improved efficiency in taking feature development to production. As a developer you will focus on the spacecraft modeling and simulation framework to produce reliable predictions of expected behavior. Qualifications Required Qualifications: Bachelor’s degree in Computer Science, Mathematics, Physics or related technical discipline with typically a minimum of 1 years of related experience; Master’s degree in similar subject areas with a minimum of 0 year of related experience; or Ph.D. in similar fields General understanding and application of principles, theories, concepts and techniques in scientific and mathematical software design and implementation NodeJS development TypeScript development Significant experience with an object oriented language: C++, Python, Java, C Experience using a modern web framework such as Angular, React, Svelte or Vue Team first engineer capable of excelling in a high functioning team of 8 - 12 engineers Desired Qualifications: Demonstrated excellent communication (both oral and written) with ability to present technical results to a wide audience Automated testing experience: Mocha, Karma, Jasmin, or similar. Experience with cloud applications. Familiarity with Linux/Unix development environment Ability to apply engineering and science principles to generate the solution to a variety of complex problems Highly energized, self-motivated, organized, detail oriented, with the ability to work on assignments that are complex in nature using considerable practical judgment and making recommendations Knowledge in space mission design, analysis, and operations JPL has a catalog of benefits and perks that span from the traditional to the unique. This includes a variety of health, dental, vision, wellbeing, and retirement plans, paid time off, learning, rideshare, childcare, flexible schedule, parental leave and many more. Our focus is on work-life balance, and living healthy, fulfilling lives as we Dare Mighty Things Together. For benefits eligible positions, benefits are effective the first day of the month coincident with or immediately following the employee’s start date. For further benefits information click Benefits and Perks The hiring range displayed below is specifically for those who will work in or reside in the location listed. In extending an offer, Jet Propulsion Laboratory considers factors including, but not limited to, the candidate’s job related skills, experience, knowledge, and relevant education/training. Hiring range for this job may be adjusted based on primary work location outside of Pasadena, California. This adjusted range will be provided to candidates by the Recruiter when applicable. The typical full time equivalent annual hiring range for this job in Pasadena, California. $81,224 - $96,616 JPL is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to sex, race, color, religion, national origin, citizenship, ancestry, age, marital status, physical or mental disability, medical condition, genetic information, pregnancy or perceived pregnancy, gender, gender identity, gender expression, sexual orientation, protected military or veteran status or any other characteristic or condition protected by Federal, state or local law. In addition, JPL is a VEVRAA Federal Contractor. EEO is the Law. EEO is the Law Supplement Pay Transparency Nondiscrimination Provision The Jet Propulsion Laboratory is a federal facility. Due to rules imposed by NASA, JPL will not accept applications from citizens of designated countries or those born in a designated country unless they are Legal Permanent Residents of the U.S or have other protected status under 8 U.S.C. 1324b(a)(3). The Designated Countries List is available here.",https://www.indeed.com/jobs?q=Data+Architect&l=Los+Angeles%2C+CA&sc=0kf%3Aattr%28EXSNN%7CFCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28ENTRY_LEVEL%29jt%28fulltime%29%3B&vjk=f52fe7b25c8b823a
3,9ded7d25aa2f7b70,Data Architect,"Los Angeles, CA",ENTRY_LEVEL,MASTERS_DEGREE,FULLTIME,"Fullstack Software Engineer - job post Cover Technologies 1219 W 135th St, Gardena, CA 90247 Full-time You must create an Indeed account before continuing to the company website to apply Apply on company site save-icon Job details Job Type Full-time Redefine how homes are designed, built, and lived in by joining our team as our newest software engineer. We're looking for someone to design, architect, and implement web applications for both client-facing and internal use. - You will be responsible for the development of serverless web applications, designing and implementing the backend data models, APIs, and the user interfaces. You’ll be expected to develop working prototypes and launch to production in short periods of time. - Collaborate with Cover’s multi-disciplinary team of software engineers, aerospace and automotive mechanical engineers, architects, and operations, marketing, design, and construction professionals to solve a wide range of problems. - Take on a wide variety of projects touching different parts of the business, creating the crucial internal interfaces needed to efficiently design, manufacture, and assemble Cover homes. - At least 6 months experience writing and launching production-quality web interfaces and services - Experience with at least one of the common frameworks: Vue.js, Angular, or React. Vue.js preferred - Experience designing REST-based API services - Strong familiarity with Javascript and Python - Comfortable working with HTML and CSS - Strong CS fundamentals - Can produce working code quickly without sacrificing quality. - BS/MS in computer science or related field preferred - Experience in related industries such as manufacturing or construction strongly preferred - Strong verbal and written communication - Can-do, get-it-done attitude",https://www.indeed.com/jobs?q=Data+Architect&l=Los+Angeles%2C+CA&sc=0kf%3Aattr%28EXSNN%7CFCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28ENTRY_LEVEL%29jt%28fulltime%29%3B&vjk=9ded7d25aa2f7b70
4,05bb26bf5492ce04,Data Architect,"Los Angeles, CA",ENTRY_LEVEL,MASTERS_DEGREE,FULLTIME,"Backend Software Engineer - job post Cover Technologies 1219 W 135th St, Gardena, CA 90247 Full-time You must create an Indeed account before continuing to the company website to apply Apply on company site save-icon Job details Job Type Full-time Redefine how homes are designed, built, and lived in by joining our team as our newest software engineer. We're looking for someone to design and implement the platforms, systems, and infrastructure needed to support both client-facing and internal applications and develop never-before-seen automation processes. - You will be responsible for the development of the core backend services behind our applications, designing and implementing the data models and the APIs. You’ll be expected to develop working prototypes and launch to production in short periods of time. - Collaborate with Cover’s multi-disciplinary team of software engineers, aerospace and automotive mechanical engineers, architects, and operations, marketing, design, and construction professionals to solve a wide range of problems. - Take on a wide variety of projects impacting different parts of the business, automating the numerous processes needed to efficiently design, manufacture, and assemble Cover homes. - At least 6 months experience writing and launching production-grade services - Experience designing REST-based API services - Strong familiarity with Python - Familiarity with AWS or Azure preferred - Strong CS fundamentals - Can produce working code quickly without sacrificing quality - BS/MS in computer science or related field preferred - Experience in related industries such as manufacturing or construction strongly preferred - Strong verbal and written communication - Can-do, get-it-done attitude",https://www.indeed.com/jobs?q=Data+Architect&l=Los+Angeles%2C+CA&sc=0kf%3Aattr%28EXSNN%7CFCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28ENTRY_LEVEL%29jt%28fulltime%29%3B&vjk=05bb26bf5492ce04
5,a15ffaa99a1572ba,Data Architect,"Los Angeles, CA",ENTRY_LEVEL,MASTERS_DEGREE,FULLTIME,"DevOps Engineer - job post Spokeo 38 reviews Pasadena, CA 91101 • Remote $112,500 - $143,100 a year -  Full-time Apply now Apply now save-icon Job details Salary $112,500 - $143,100 a year Job Type Full-time Spokeo is a people search engine that both enlightens and empowers our customers. With over 12 billion records and 14 million visitors per month, we reconnect friends, reunite families, prevent fraud, and more. We are seeking a DevOps Engineer who understands and embraces the DevOps philosophy, can work closely with Scrum teams in an Agile workflow and is comfortable with cloud-based infrastructure. If you're excited about building big data architectures and creating a PaaS, then you should talk to us. Responsibilities: Contribute cross-functionally with Scrum teams to develop deployment strategies for new and existing services Evaluate and implement technologies that improve efficiency, robustness, performance, and security at scale Develop creative solutions that automate system functions, reducing the manual and unplanned effort Analyze, design, implement, and validate strategies for streamlined CI/CD workflows Design and implement automated dynamic environments to support the needs of delivery teams Apply principles of best-practice, self-organization, autonomy, and continuous improvement to self and team Requirements: Must have experience designing, building, and managing solutions built on cloud-based infrastructures; AWS preferred Have worked at least one year on teams practicing agile methodology, using Scrum and/or Kanban Have excellent customer service and communication skills (verbal and written) to effectively collaborate with a diverse team of people across Business and Engineering Teams Be able to demonstrate Systems Administration fundamentals, including mastery of one or more Linux distributions, virtualization, storage, networking, SQL / NoSQL databases, scripting, and ability to troubleshoot high-usage, high-throughput systems Have written quality code to solve complex automation problems in at least one of these languages: Bash, Python, Ruby, Perl, or Go Have hands-on development experience utilizing at least one Configuration Management system: Ansible, Chef, Puppet, SaltStack, etc. Have architected or developed a programmable infrastructure using IaC tools such as Terraform and CloudFormation Understand SDLC and CI/CD models, with the ability to architect the workflow using tools like Git, Jenkins, Spinnaker, etc. Be able to gather and interpret metrics from monitoring tools like New Relic, CloudWatch, Elastic Stack, and Ganglia to make informed troubleshooting and performance-tuning decisions Have experience supporting big data, ETL, and analytics platforms, such as Redshift, EMR / Hadoop, Apache Spark, DynamoDB, Apache Airflow, Hitachi Vantara / Pentaho, Tableau, etc. Be highly self-motivated and ready to learn new concepts and technologies Candidates with a B. S. degree in Computer Science, Information Systems, or a related field preferred Hands-on experience designing and delivering containerized microservice architectures, EKS preferred Spokeo extends written offers to candidates who successfully complete their selection process. Spokeo’s offers include a base salary, participation in a company bonus program, stock options, and comprehensive benefits. A final offer will depend on several factors, including, but not limited to: marketplace competition, job leveling, the candidate’s experience, skills, etc. Privacy Notice for Candidates: https://www.spokeo.com/recruiting-policy Spokeo is an equal opportunity employer. Applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, or protected veteran status. Spokeo fosters a business culture where ideas and decisions from all people help us grow, innovate, create the best products, and be relevant in a rapidly changing world. Recruiters or staffing agencies: Spokeo is not obligated to compensate any external recruiter or search firm who presents a candidate or their resume or profile to a Spokeo employee without 1) a current, fully executed agreement on file, and 2) being assigned to the open position (as a search) via our applicant tracking solution. #LI-Remote This is a remote position. If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.",https://www.indeed.com/jobs?q=Data+Architect&l=Los+Angeles%2C+CA&sc=0kf%3Aattr%28EXSNN%7CFCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28ENTRY_LEVEL%29jt%28fulltime%29%3B&vjk=a15ffaa99a1572ba
6,d509a417cc82549e,Data Architect,"Los Angeles, CA",ENTRY_LEVEL,MASTERS_DEGREE,FULLTIME,"Business Analyst & Management Development Associate - job post Bobrick Washroom Equipment 44 reviews 11611 Hart St, North Hollywood, CA 91605 Full-time Apply now Apply now save-icon Job details Job Type Full-time Summary: The position will manage and/or participate in various marketing projects encompassing the following: Development of new products from conception to introduction into the marketplace; value engineer existing products; develop, supervise, and implement market plans; sales forecasting; follows procedures for implementing product changes among departments and divisions; respond to field complaints; competitor, revenue and profitability analysis. The Management Development Associate position is a leadership position within a fast paced environment. Day-to-day activities must be prioritized and managed while training for future management positions. This position will participate in team projects as well as individual projects. TYPICAL FUNCTIONS AND RESPONSIBILITIES include the following. Other duties may be assigned. Work with Sales, Customer Service, distributors, architects, and building owners to develop product specifications and forecasts for new product development. Chair and/or serve on Task Force teams. This will include product redesigns and/or new product development. Prepare strategic (competitive) impact, and financial analysis (e.g. NPV, ROI, IRR) of projects. Troubleshoot problem areas of a new product introduction or product change. Communicate and coordinate actions with Sales, Customer Service, Manufacturing, Engineering, Purchasing, Cost Accounting, Bobrick divisions and work with vendors, outside consultants (e.g. industrial design, market research, and advertising agency) to insure smooth implementations. Develop timelines and budgets for projects. Monitor and coordinate progress to insure projects stay on schedule. Assist in production of advertising program projects including catalogs, advertising, price lists, trade shows, representative samples. Spend time in the field with building owners, distributors, architects, contractors, sales representatives Work with Excel and/or other database sources to provide detailed analysis for the Marketing department. Examples of this may include forecasting information to provide to Supply Chain, pricing and profitability analysis, and assistance performing analysis for Quarterly Business Review meetings and Monthly Business Unit performance report. QUALIFICATIONS Bachelor’s degree required. A Master’s degree in Business Administration is preferred, but not required. 1-3 years of project leadership experience is preferred Demonstrated ability to effectively lead others (e.g. based on prior work experience, extracurricular activities, community programs, athletics, etc.) Strong critical-thinking skills, including experience working on complex problems that require quantitative analysis. Ability to work with data, interpret, analyze and present data. Communicate clearly and persuasively both orally and in written forms. Demonstrated exceptional aptitude in the area of decision-making. One to three years of leadership experience and the desire to learn, develop and grow within the company. Is adaptable to change and is able to work under pressure and accept constantly changing priorities. Proficient in Microsoft Office software programs, with a high degree of skill in Excel. If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.",https://www.indeed.com/jobs?q=Data+Architect&l=Los+Angeles%2C+CA&sc=0kf%3Aattr%28EXSNN%7CFCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28ENTRY_LEVEL%29jt%28fulltime%29%3B&vjk=d509a417cc82549e
7,1420936ce0c0517f,Data Architect,"Los Angeles, CA",ENTRY_LEVEL,MASTERS_DEGREE,FULLTIME,"Statistician, Advisor [HYBRID] - job post 193,900 950 reviews Rosemead, CA 91771 Full-time You must create an Indeed account before continuing to the company website to apply Apply on company site save-icon Job details Job Type Full-time Job Description Join the Clean Energy Revolution Southern California Edison is looking for that special breed of Data professional that is hard to find but actually does exist. Become a Compliance Statistician Advisor at Southern California Edison (SCE) and build a better tomorrow. In this job, you’ll be part data wrangler, part mathematician, part coder, and part solver of sophisticated problems. Are you curious and use creativity to ask the right questions? Compliance Statisticians know how to use data analysis to tackle difficult business problems. You can make a difference in the world as a Compliance Statistician Advisor . Your work will help power our planet, reduce carbon emissions and create cleaner air for everyone. Are you ready to take on the challenge to help us build the future? We want you to use your unique gifts to help one of the largest energy companies in the country create a next generation a compliance metrics and analytics program. A day in the life - Get ready to think big, work smart and shine bright! We want to use data and advanced analytics to design new methods, approaches and procedures to set and evaluate SCE's compliance health. This role will be responsible for working closely with clients, information architects, data engineers, and compliance professionals to turn data into critical information and insights that can be used to make sound business decisions. By applying advanced analytics, this role will build statistical and mathematical models to support understanding of key drivers impacting Ethics and Compliance. Responsibilities include: Analyze large data sets impacting ethics and/or compliance and extracting relevant insights from them through use of statistical software and programming languages. Facilitate selection and preparation of data to be used for specific use cases by identifying what data is available and relevant to compliance. Design and develop statistical models that are used to analyze data and make predictions. Conduct research to understand complex problems and to identify new statistical techniques and methods. Collaborate with operational analytic teams across the company on data analytics techniques and tools to improve compliance analytics capabilities at SCE. Advice OU compliance professionals and senior leaders of trends and analysis of compliance data to support data driven decisions to reduce compliance risk. Qualifications The essentials Seven or more years of experience using data analytics to interpret and make recommendations based on findings Two or more years of experience in data mining, predictive modeling, machine learning, or statistical modeling. Proficiency in some combination of SQL, R, Python, SAS, Power BI, Excel VBA. Experience in extracting and transforming large datasets. The preferred Bachelor or Graduate Degree in any STEM curriculum or in quantitative subject area (i.e., statistics, mathematics, engineering, computer science, business analytics or informatics) Certification in statistics, data science, or predictive analytics subject area Experience analyzing complex data and identifying patterns, trends, and anomalies. Experience building business intelligence tools and visualization solutions. Three or more years of experience communicating with broad range of stakeholders Strong story telling skills and ability to demonstrate analytical concepts to both technical and non-technical audiences. Highly adaptable and flexible with demonstrated experience keeping up new trends and innovations in the advanced analytics space Strong ability to think creatively and develop innovative analytical solutions to ethics and compliance challenges. Experience mentoring junior team members and experience working effectively with other departments and stakeholders to achieve business objectives You should know This position’s work mode is hybrid. The employee will report to an SCE facility for a set number of days with the option to work remotely on the remaining days. Unless otherwise noted, employees are required to reside in the state of California. Further details of this work mode will be discussed at the interview stage. Visit our Candidate Resource page to get meaningful information related to benefits, perks, resources, testing information, hiring process, and more! Relocation does not apply to this position. This position requires testing and applicants who are identified to continue through the selection process will be invited to test via email. Reference our Information Guides for the following test: Edison Individual Contributor Workstyles (Test #8203). Candidates who have previously passed these assessment(s), in some cases, may not need to retest again for this position. About Southern California Edison The people at SCE don't just keep the lights on. Our mission is so much bigger. We’re fueling the kind of innovation that’s changing an entire industry, and quite possibly the planet. Join us and create a future with cleaner energy, while providing our customers with the safety and reliability they demand. At SCE, you’ll have a chance to grow personally and professionally, making a real impact in Southern California and around the world. At SCE, we celebrate our differences. We are a proud Equal Opportunity Employer and will not discriminate based on race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected veteran status or any other protected status. We are committed to ensuring that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodations at (833) 343-0727.",https://www.indeed.com/jobs?q=Data+Architect&l=Los+Angeles%2C+CA&sc=0kf%3Aattr%28EXSNN%7CFCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28ENTRY_LEVEL%29jt%28fulltime%29%3B&vjk=1420936ce0c0517f
8,2fab41cce7a5b58b,Data Architect,"Los Angeles, CA",ENTRY_LEVEL,MASTERS_DEGREE,FULLTIME,"Model Based System Engineer Architect - job post Acuity Innovations El Segundo, CA 90245 $120,000 - $150,000 a year -  Full-time Apply now Apply now save-icon Job details Salary $120,000 - $150,000 a year Job Type Full-time Acuity Innovations LLC is a small, woman-owned defense contracting company that provides enterprise architecture, solution design, digital engineering, defensive cyberspace operations, system integration, and test and evaluation products and services that improve performance and decrease decision timelines. Our fundamental, repeatable service offering is bound in architecting, designing, securing, integrating, and verifying the operational readiness of data ecosystems. Do you want to be part of a unique, small business that differentiates itself by: delivering the best products, integrated systems, and mission capabilities for the warfighter building long-term relationships and treating its employees as family deploying small but powerful High-Performance Teams, like elite Special Forces teams to each task collaborating within and across the Acuity Innovations teams as well as with the customer providing a growth path to partnership/ownership opportunities If you have this type of passion and desire to be part of a collaborative team environment with the innovation, initiative, and confidence to make things better, then Acuity Innovations may be the right place to realize your personal and professional goals. Package includes: Competitive salary 3 weeks paid time off 11 Federal Holidays Flexible Hours Benefits or Cash equivalent Training Opportunities Career Development/Mentorship Opportunities Company Sponsored Social Events https://acuityinnovationsllc.com Required Skills & Experiences: Bachelor’s Degree in Engineering, Math, Science or a technical related field Demonstrated ability to develop system behavior, structure, data, and requirements models employing either Sparx, Cameo, or Rhapsody applications in a team environment Demonstrated ability to participate in cross-functional planning, coordination and task execution situations involving the full spectrum of systems engineering and Strong written, verbal, and presentation skills 4 or more years’ experience in a systems engineering or digital engineering discipline 5 or more years’ experience in MBSE tools (e.g. Sparx EA, Cameo, Rhapsody, Rational Software Architect) 1+ years’ experience working with DoDAF, SysML, and MBSE US Citizenship and ability to obtain Secret clearance are required for the Position Preferred Skills & Experiences: Subject matter expertise in SSC program support, especially in MILSATCOM (or other space-based systems) INCOSE and OCSMP certifications 1+ years’ experience with DoD, in support of Acquisition, JCIDS, or Analysis of Alternatives processes Experience in Modeling, Simulation and Analysis (MS&A) Experience with Sparx EA Secret clearance or higher Clearance: All applicants selected will be subject to a background check and a security investigation and will need to meet eligibility requirements for access to classified information. If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.",https://www.indeed.com/jobs?q=Data+Architect&l=Los+Angeles%2C+CA&sc=0kf%3Aattr%28EXSNN%7CFCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28ENTRY_LEVEL%29jt%28fulltime%29%3B&vjk=2fab41cce7a5b58b
9,0d432a4f5faee9dd,Data Architect,"Los Angeles, CA",ENTRY_LEVEL,MASTERS_DEGREE,FULLTIME,"Staff Software Engineer - job post LinQuest Corporation 51 reviews El Segundo, CA 90245 $80,000 - $100,000 a year -  Full-time Apply now Apply now save-icon Job details Salary $80,000 - $100,000 a year Job Type Full-time LinQuest is seeking an entry-level Software Engineer to join our team in any of the following locations: El Segundo, CA. LinQuest is the prime contractor on the MSEIT contract. By applying to this position, you are in consideration for LinQuest employment. However, you also have the option to be hired by one of our subcontractor teammates. You will join a Software Development team defining, designing and implementing the next generation of space communication systems supporting the United States Space Force’s satellite communications (SATCOM). You will support Systems Engineering & Integration (SE&I) activities in a multidisciplinary and collaborative environment. The Software Engineer will interface and collaborate with SE&I team members, contractors, government civilians and members of the USSF. This entry-level role may allow for a rotation program that enables broad exposure to multiple aspects of software development activities, including: emulators, test systems, algorithm implementation, and DevOps development. The MILSATCOM Systems Engineering, Integration, and Test (MSEIT) effort provides leading edge Systems Engineering & Integration (SE&I) for the Space Force’s Space Systems Command (SSC). We support the Space Force’s acquisition of state-of-the-art satellite communications systems, providing global secure, survivable, and protected communications for our nation’s warfighters. We seek technical individuals who will thrive in a highly collaborative work environment of small teams, using the most modern tools and methodologies to tackle the challenges of integrating complex space and ground communications systems. Responsibilities: Implement software in a language such as Java, C, or Python Deliver production code at a regular cadence using Agile techniques, tools, and methodologies Collaborate with Software Architects, Software Engineers, Cyber Security experts, and Data Scientists to develop artifacts Required Experience: BS in technical field, such as engineering and computer science Demonstrable understanding of software architecture and algorithm implementation and tradeoffs Strong interpersonal skills, communication (oral and written), and presentation skills Proficient in Microsoft Office products (Word, Excel, Powerpoint) 6 months or more experience in software development, to include internships and academic projects US Citizenship and the ability to obtain a Secret clearance are required for the position Preferred Experience: 1+ year of professional or internship experience in software development (writing, debugging, integrating, and testing) Familiarity with agile development Familiarity with Jira and Confluence Familiarity with cloud architecture systems Familiarity with relational and non-relational databases Secret clearance Compensation: Starting salary ranges from $80,000 to $100,000 depending on relevant experience and qualifications. Benefits: LinQuest offers comprehensive and competitive benefit offerings to our team members to include medical, dental, vision, retirement, paid time off, company paid life insurance, and more! For additional information please visit: https://www.linquest.com/careers/our-benefits COVID-19 Compliance Guidelines As a federal contractor, all LinQuest team members must comply with Executive Order 14042- Ensuring Adequate COVID Safety Protocols for Federal Contractors, which includes mandatory vaccination and ability to provide proof of vaccination status prior to start of employment. Additionally, team members are expected to comply with all safety protocols related to mask wearing and physical distancing while in covered contractor workplaces. If applicable, prospective or new employees may seek an exemption to the vaccination requirement through LinQuest Human Resources and must have an approved exemption prior to the start of their employment Licenses & Certifications Required Ability to Obtain Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c) If you require alternative methods of application or screening, you must approach the employer directly to request this as Indeed is not responsible for the employer's application process.",https://www.indeed.com/jobs?q=Data+Architect&l=Los+Angeles%2C+CA&sc=0kf%3Aattr%28EXSNN%7CFCGTU%7CHFDVW%7CQJZM9%7CUTPWG%252COR%29explvl%28ENTRY_LEVEL%29jt%28fulltime%29%3B&vjk=0d432a4f5faee9dd
